movie_id,Movie_name,tags
11199,Wild Hogs,waltbecker action adventure comedy dougmadsen woodystevens bobbydavis midlife crisis road trip politically incorrect motorcycle gang biker film awkwardness travel writer middle age middle aged man
9982,Chicken Little,markdindal animation family comedy chickenlittle(voice) abbymallard(voice) fishoutofwater(voice) fish small town space marine chicken alien best friend alien invasion animal duringcreditsstinger 3d
210577,Gone Girl,davidfincher mystery thriller drama nickdunne amydunne margodunne based on novel marriage crisis disappearance cheating husband missing person search party criminal lawyer wife murder murder suspect missing wife
2501,The Bourne Identity,dougliman action drama mystery thriller jasonbourne mariehelenakreutz alexanderconklin paris barcelona spain assassin based on novel secret identity amnesia sniper passport mission of murder lovers escape shootout foot chase cell phone car chase multiple identities surveillance camera hamburg germany fishing boat langley virginia safe deposit box flashback hand to hand combat
710,GoldenEye,martincampbell adventure action thriller jamesbond alectrevelyan natalyafyodorovnasimonova cuba falsely accused secret identity computer virus secret base secret intelligence service kgb satellite special car cossack electromagnetic pulse time bomb st. petersburg russia ejection seat red army
2275,The General's Daughter,simonwest crime drama mystery thriller paulbrenner sarasunhill lt.gen.josephcampbell suicide detective based on novel bondage general paranoia nudity u.s. army investigation politics cover-up murder betrayal conspiracy gang rape father daughter relationship videotape military law
37165,The Truman Show,peterweir comedy drama trumanburbank merylburbank/hannahgill marlon claustrophobia hidden camera dystopia reality show make believe pretend
9837,The Prince of Egypt,simonwells stevehickner brendachapman adventure animation drama family music moses/god ramessesii pharaohsetii moses egypt pyramid exodus kingdom governance ancient egypt hebrew pharaoh woman director
10708,Daddy Day Care,stevecarr comedy family charliehinton phil marvin competition success kindergarten children unemployment
136400,2 Guns,baltasarkormákur action comedy crime robert'bobby'trench michael'stig'stigman deb undercover undercover agent based on comic book money fugitive bank robbery dea agent
10992,Cats & Dogs,lawrenceguterman comedy family professorbrody mrs.brody scottybrody fight governance puppy allergy 3d
9654,The Italian Job,f.garygray action crime charliecroker stellabridger steve venice california train station helicopter austria mountains gold subway hacker chase safe remake caper revenge murder heist double crossed fast cars boat chase los angeles explosion convict father daughter relationship car chase tv news hollywood sign television repair mini cooper
2642,Two Weeks Notice,marclawrence romance comedy lucykelson georgewade junecarver new york parish hall romantic comedy lawyer billionaire environmental law
8916,Antz,ericdarnell timjohnson adventure animation comedy family z-4195akaz(voice) chip(voice) queen(voice) general hero worker ant work assignment war princess soldier individuality friend
19899,Couples Retreat,peterbillingsley comedy romance dave ronnie jason island married couple yoga tahiti couples therapy beautiful woman tropical aftercreditsstinger duringcreditsstinger french polynesia polynésie française
2119,Days of Thunder,tonyscott adventure coletrickle harryhogge dr.clairelewicki stock-car-race daytona car crash
9641,Cheaper by the Dozen 2,adamshankman comedy tombaker jimmymurtaugh katebaker holiday lake big family father labor pain rivalry family holiday
294254,Maze Runner: The Scorch Trials,wesball action thomas teresaagnes newt based on novel resistance maze post-apocalyptic dystopia infection on the run escape zombie storm disease desert sewer antidote corporation virus runner city ruin immunity
38167,Eat Pray Love,ryanmurphy drama elizabethgilbert david felipe indonesia female protagonist india divorce bali
5994,The Family Man,brettratner comedy drama romance fantasy jackcampbell katereynolds cash workaholic second chance guardian angel christmas career vs family life reprioritizing
39514,RED,robertschwentke action adventure comedy crime thriller frankmoses marvinboggs victoria cia retirement shot to death sniper rifle retired female spy alarm
9563,Any Given Sunday,oliverstone drama tonyd'amato christinapagniacci jack'cap'rooney american football trainer training american football coach sport american football stadium
547,The Horse Whisperer,robertredford drama romance tombooker anniemaclean robertmaclean love triangle new york montana attachment to nature confidence horseback riding horse riding accident career woman ranch horse whisperer trauma country life marriage crisis crisis travel mother daughter relationship animal nature
1538,Collateral,michaelmann drama crime thriller vincent max annie california taxi assassin hostage taxi driver fbi hitman police los angeles murderer crime criminal gun violence
9334,The Scorpion King,chuckrussell action fantasy adventure mathayus cassandra balthazar egypt temple
11128,Ladder 49,jayrussell drama action thriller jackmorrison captainmikekennedy lindamorrison ledge practical joke
75780,Jack Reacher,christophermcquarrie crime drama thriller jackreacher helenrodin alexrodin based on novel sniper investigation police quarry
8914,Deep Blue Sea,rennyharlin action sciencefiction thriller carterblake dr.susanmccallister sherman'preacher'dudley shark attack shark alzheimer's disease killer shark no opening credits
13576,This Is It,kennyortega music documentary himself herself kennyortega pop star music concert aftercreditsstinger duringcreditsstinger
39538,Contagion,stevensoderbergh drama thriller sciencefiction mitchemhoff bethemhoff dr.erinmears saving the world mutation infection terminal illness quarantine outbreak medical vaccine lethal virus scientist epidemic
10628,Kangaroo Jack,davidmcnally comedy adventure crime charliecarbone louisbooker jessie money delivery fool australia hoodlum kangaroo
14836,Coraline,henryselick animation family coralinejones(voice) mother/othermother(voice) missspink(voice) dream eye stuffed animal parallel world button new home secret door aftercreditsstinger duringcreditsstinger
8645,The Happening,m.nightshyamalan thriller sciencefiction elliotmoore almamoore julian tree natural disaster crisis park strange behavior
9509,Man on Fire,"tonyscott action drama thriller crime creasy lupita""pita""martinramos samuel mexico cia kidnapping diary bible bodyguard stuffed animal cell phone alcoholic grenade launcher bloodshed swim meet"
10067,The Shaggy Dog,brianrobbins comedy family davedouglas rebeccadouglas kenhollister father son relationship parents kids relationship workaholic wife husband relationship transformation body exchange daughter lawyer dog family turns into animal
9384,Starsky & Hutch,toddphillips comedy crime davidstarsky kenhutchinson huggybear informant jumping from a rooftop surveillance footage
9279,Jingle All the Way,brianlevant family comedy howardlangston tedmaltin myronlarabee holiday christmas party santa claus toy puppet christmas turboman navidad
1487,Hellboy,guillermodeltoro fantasy action sciencefiction hellboy lizsherman johnmyers black magic fistfight cover-up superhero paranormal phenomena narration from grave demon occult combat photography reanimated corpse duringcreditsstinger
9422,A Civil Action,stevenzaillian drama janschlichtmann jeromefacher kevinconway success advancement right and justice leukemia lawyer business start-up
77174,ParaNorman,samfell chrisbutler family animation adventure comedy normanbabcock(voice) neildowne(voice) aggieprenderghast(voice) medium stop motion curse jock ghost communicating with the dead aftercreditsstinger dealing with the past witch trial child witch empathy strange
4824,The Jackal,michaelcaton-jones action thriller adventure crime thejackal declanmulqueen carterpreston fbi cold war hitman
9620,Paycheck,johnwoo action adventure mystery sciencefiction thriller jennings rethrick rachel prophecy engineer scientist millionaire
9302,Up Close & Personal,jonavnet drama romance warrenjustice tallyatwater marciamcgrath miami television career vitamin b reporter
10199,The Tale of Despereaux,robertstevenhagen samfell adventure animation family despereaux(voice) roscuro(voice) princesspea(voice) loyalty totalitarian regime mouse forgiveness honor unlikely friendship courage chivalry animal lead
10771,The Tuxedo,kevindonovan thriller action comedy sciencefiction jimmytong delblaine clarkdevlin bomb intelligence chauffeur wound secret agent head injury
3512,Under Siege 2: Dark Territory,geoffmurphy action thriller caseyryback travisdane penn terrorist pentagon satellite navy seal train
137094,Jack Ryan: Shadow Recruit,kennethbranagh action drama thriller jackryan cathymuller williamharper london england corruption cia terrorist sniper explosive intelligence russia murder conspiracy surveillance agent jack ryan u.s. marine rehab analyst
274479,Joy,davido.russell drama comedy joymangano neilwalker rudy factory inventor strong woman biography based on true story stolen patent
267860,London Has Fallen,babaknajafi action crime thriller mikebanning presidentbenjaminasher vicepresidentalantrumbull london england terrorist terrorist attack
8078,Alien: Resurrection,jean-pierrejeunet sciencefiction horror action ripley annaleecall dr.jonathangediman android mercenary dystopia sequel alien betrayal impalement cloning scientist flamethrower disembowelment smuggler gene manipulation man in wheelchair breeding genetic engineering regeneration xenomorph alien queen explosive decompression swimming underwater
7485,Shooter,antoinefuqua action drama mystery thriller crime bobleeswagger nickmemphis colonelisaacjohnson corruption sniper senator conspiracy of murder childlessness rifle sniper rifle fbi agent
170687,The Boxtrolls,anthonystacchi grahamannable animation comedy family fantasy archibaldsnatcher(voice) eggs(voice) winnieportley-rind(voice) based on novel stop motion father daughter relationship unlikely friendship duringcreditsstinger
6435,Practical Magic,griffindunne drama fantasy comedy sallyowens gillianowens kylieowens witch magic sorcery love curse family curse
137106,The Lego Movie,phillord christophermiller adventure animation comedy family fantasy emmetbrickowski(voice) lordbusiness/presidentbusiness/themanupstairs(voice) wyldstyle/lucy(voice) father son relationship creativity friendship part live action toys based on toy falling in love super powers duringcreditsstinger different worlds lego batman
10040,Miss Congeniality 2: Armed and Fabulous,johnpasquin action comedy graciehart samfuller jeffforeman ransom press conference ship miss america fbi agent
6278,Reign of Fire,robbowman adventure action fantasy quinnabercromby dentonvanzan alexjensen dragon evolution fire chief animated map theatre audience dragonslayer tunnel construction fire repellent drilling iodine
82682,Gangster Squad,rubenfleischer crime drama action thriller johno'mara sgt.jerrywooters billparker los angeles gangster
17610,Year One,haroldramis comedy adventure zed oh princessinanna temple slavery stone age circumcision hebrews cavemen prehistoric adventure duringcreditsstinger prehistoric times prehistoric man
22954,Invictus,clinteastwood drama history nelsonmandela francoispienaar jasontshabalala stadium south africa apartheid nelson mandela sport nation rugby president racism poverty celebration duringcreditsstinger
16995,State of Play,kevinmacdonald action calmcaffrey stephencollins dellafrye corruption assassination detective journalist assassin newspaper congress editor-in-chief conspiracy of murder politics election campaign government murder thriller blog reporter
16558,Duplicity,tonygilroy romance comedy crime raykoval clairestenwick richardgarsik spy
9849,My Favorite Martian,donaldpetrie comedy drama family sciencefiction timo'hara bracechanning lizzie alien martian based on tv series fish out of water
5820,The Sentinel,clarkjohnson action thriller crime petegarrison davidbreckinridge jillmarin usa president agent
16866,Planet 51,jorgeblanco javierabad marcosmartínez sciencefiction animation family comedy adventure capt.charles'chuck'baker(voice) skiff(voice) neera(voice) flying saucer alien life-form spaceship alien alien planet planet duringcreditsstinger
201,Star Trek: Nemesis,stuartbaird sciencefiction action adventure thriller captainjean-lucpicard commanderwilliamt.riker lt.commanderdata clone assassination ambush federation starfleet enterprise-e romulus android senate self sacrifice telepathy weapon romulans space opera
11775,Intolerable Cruelty,joelcoen crime comedy romance milesmassey marilynrexroth rexrexroth california assassin infidelity fetish hitman tycoon court satire lawyer inheritance divorce
87825,Trouble with the Curve,robertlorenz drama romance gus mickeylobel johnnyflanagan women baseball pitcher home run aging sport talent-scout cigar smoking poor eyesight boston red sox draft motel room baseball scout failing eyesight blurry vision blurred sight
12201,Edge of Darkness,martincampbell crime drama mystery thriller thomascraven dariusjedburgh bennett murder violence death of daughter homicide detective
11015,The Relic,peterhyams horror mystery thriller dr.margogreen lt.vincentd'agosta dr.anncuthbert chicago based on novel monster museum pile of dead bodies god dead body anthropologist indian tribe amazon jungle
9932,Analyze That,haroldramis comedy crime paulvitti dr.bensobel laurasobel prison gold therapist gangster
13389,Righteous Kill,jonavnet action crime drama thriller turk karencorelli spider revenge murder plot twist dirty cop
8838,Mercury Rising,haroldbecker action crime drama thriller artjeffries nicholaskudrow simonlynch assassin loss of family autism fbi bangkok national security agency (nsa) boy child in peril fbi agent autistic savant
17332,The Soloist,joewright drama stevelopez nathanielayers maryweston newspaper cello musical violin los angeles
4958,The Legend of Bagger Vance,robertredford fantasy drama rannulphjunuh walterhagen adeleinvergordon competition world war i great depression caddy savannah
786,Almost Famous,cameroncrowe drama music pennylane russellhammond elainemiller hotel room san diego drug addiction stewardess overdose groupie music journalist black sabbath rock concert swimming pool based on true story promiscuity coming of age on the road domineering mother reconciliation semi autobiographical innocence lost bus trip aspiring writer
9513,Garfield: A Tail of Two Kitties,timhill animation comedy family garfield(voice) liz dargis london england cat mistake in person luxury wretch nobility garfield
11679,xXx: State of the Union,leetamahori action adventure crime drama mystery thriller dariusstone/xxx agentaugustusgibbons gen.georgeoctaviusdeckert washington d.c. helicopter usa president general coup d'etat military prison coup agent insurgent secretary of defense potus
38321,Priest,scottstewart action sciencefiction fantasy thriller horror priest blackhat hicks vampire crucifixion post-apocalyptic dystopia vampire hunter disobey niece dark hero
14411,Sinbad: Legend of the Seven Seas,timjohnson patrickgilmore family animation adventure sinbad(voice) marina(voice) eris(voice) prince water monster
8413,Event Horizon,"paulw.s.anderson horror sciencefiction mystery captainmiller dr.williamweir peters,medtech space marine nudity nightmare hallucination cryogenics space travel black hole insanity delusion crew alternate dimension evil spirit hellgate religion explosion violence burning man rescue team flashback supernatural power trapped in space distress signal derelict ship"
10052,Dragonfly,tomshadyac drama joedarrow hughcampbell charliedickinson pregnancy and birth voice dragonfly car crash jungle hospital doctor humanitarian spiritism
9676,The Black Dahlia,briandepalma drama dwight'bucky'bleichert kaylake leeblanchard pornography observer los angeles murder hunt
9664,Flyboys,tonybill action adventure drama history romance war blainerawlings eddiebeagle capt.thenault world war i biplane
2100,The Last Castle,rodlurie action drama thriller lt.gen.eugeneirwin col.winter yates prison general
10384,Supernova,walterhill jacksholder horror sciencefiction thriller nickvanzant dr.kaelaevers a.j.marley black people starships future star supernova blast
137321,Winter's Tale,akivagoldsman drama fantasy mystery romance peterlake beverlypenn pearlysoames based on novel
123553,The Mortal Instruments: City of Bones,haraldzwart action adventure drama mystery romance fantasy claryfray jacewayland aleclightwood angel vampire werewolf warlock downworlder shadowhunter demon hunter based on young adult novel
11260,Meet Dave,brianrobbins comedy sciencefiction adventure family davemingchang/kapitän ginamorrison nr.3-kulturoffizierin new york captain starships new love earth friendship crew car crash space alien survival planet duringcreditsstinger
9009,Dark Water,"waltersalles drama horror thriller dahliawilliams mr.murray jeffplatzer based on novel water remake teacher divorce apartment ghost manhattan, new york city"
11374,Edtv,ronhoward comedy ed'eddie'pekurny raypekurny jeanette tv show tv station simulated reality  reality tv tv star tv ratings
2309,Inkheart,iainsoftley adventure family fantasy mo'silvertongue'folchart resa capricorn book fairy tale eavesdropping adventure writer's block
8285,The Spirit,frankmiller action comedy thriller crime sciencefiction thespirit/dennycolt silkenfloss octopuss secret identity robber mask frog based on comic strip back from the dead
210860,Mortdecai,davidkoepp comedy adventure charlesmortdecai johannamortdecai inspektoralistairmartland based on novel painting debt art dealer stolen painting
2312,In the Name of the King: A Dungeon Siege Tale,uweboll adventure fantasy action drama farmer merick gallian fictional place monster loss of family new love hero love of one's life magic fairy tale villain kingdom enchantment bad power son heir to the throne motherly love wizardry revenge royalty family based on video game medieval
9839,Beyond Borders,martincampbell drama romance adventure war sarahjordan nickcallahan charlottejordan london england cia landmine love of one's life cambodia ethiopia chechnya foreign aid
381902,The Monkey King 2,soicheang action adventure fantasy themonkeyking ladywhite littlemonk monkey king
13922,The Great Raid,johndahl action history war lt.colonelmucci captainprince margaretutinsky based on novel world war ii prisoners of war narration archive footage rescue mission soldier 1940s inspired by true events fictionalized history
293660,Deadpool,timmiller action adventure comedy wadewilson/deadpool vanessacarlysle/copycat francisfreeman/ajax anti hero mercenary marvel comic superhero based on comic book breaking the fourth wall aftercreditsstinger duringcreditsstinger self healing
9713,Holy Man,stephenherek drama comedy g rickyhayman katenewell salesclerk television tv ratings guru television producer
190859,American Sniper,clinteastwood war action chriskyle tayarenaekyle goat-winston sniper biography iraq navy seal u.s. soldier
257445,Goosebumps,robletterman adventure horror comedy r.l.stine zachcooper hannah based on novel magic fantasy werewolf family ventriloquist dummy book comes to life 3d
9007,Just Like Heaven,markwaters comedy fantasy romance dr.elizabethmasterson davidabbott jackhouriskey coma based on novel workaholic flirt architect romantic comedy ghost landscape architect
889,The Flintstones in Viva Rock Vegas,brianlevant sciencefiction comedy family romance fredflintstone barneyrubble wilmaslaghoople waitress marriage proposal flirt stone age best friend dinosaur
1370,Rambo III,petermacdonald action adventure thriller war rambo trautman griggs competition submachine gun soviet union liberation russian soviet troops thailand freedom fighter afghanistan war on freedom machinegun mujahid reality show western japanese food soap opera
4942,Leatherheads,georgeclooney comedy romance drama jimmy'dodge'connelly lexielittleton carterrutherford american football sports team stadium hero success sponsorship police games coach woman reporter the big game
347969,The Ridiculous 6,frankcoraci comedy western tommyakawhiteknife lil'pete docgriffin wild west
24438,Did You Hear About the Morgans?,marclawrence comedy paulmorgan merylmorgan emmawheeler witness protection comedy duringcreditsstinger
116741,The Internship,shawnlevy comedy nickcampbell billymcmahon danasimms job interview loss of job intern reference to google new job laid off transamerica pyramid
35791,Resident Evil: Afterlife,paulw.s.anderson action adventure horror sciencefiction alice chrisredfield claireredfield post-apocalyptic dystopia undead biohazard evil corporation resident evil zombie based on video game duringcreditsstinger 3d
72431,Red Tails,anthonyhemingway drama action adventure history war colonelwilliammortamus joe'lightning'little majoremanuellestance world war ii fighter pilot fighter plane
1813,The Devil's Advocate,"taylorhackford drama horror mystery thriller kevinlomax johnmilton maryannlomax child abuse southern usa obsession subway nudity bible seduction hallucination ambition devil's son marriage crisis pact with the devil crooked lawyer evil spirit satan religion lust courtroom temptation law firm manhattan, new york city seven deadly sins ethics gainesville florida"
87428,That's My Boy,seananders comedy donnyberger marymcgarricle ms.mcgarricle deadbeat dad cheating fiancée teacher student sex brother sister incest
8840,DragonHeart,robcohen fantasy bowen kingeinon gilbertofglockenspur magic kingdom despot immortality village forest army horror partner revenge knight battle medieval dragonheart
10589,After the Sunset,brettratner action comedy crime drama maxburdett lolacirillo stanlloyd bahamas master thief crook couple
71676,Ghost Rider: Spirit of Vengeance,briantaylor markneveldine action fantasy thriller johnnyblaze/ghostrider roarke/thedevil nadya monk eastern europe skeleton biker marvel comic superhero motorcycle devil dark hero ghost rider
1722,Captain Corelli's Mandolin,johnmadden drama history romance captainantoniocorelli pelagia dr.iannis officer greek island mandolin italian soldier resistance fighter greek history italian army allied forces
10022,The Pacifier,adamshankman action comedy drama family thriller shanewolf principalclairefletcher julieplummer bodybuilder children body guard scientist family u.s. soldier death of husband male nanny
11358,Walking Tall,kevinbray adventure drama action thriller chrisvaughn raytempleton jayhamilton casino sheriff home violence special forces ex soldier
13,Forrest Gump,robertzemeckis comedy drama romance forrestgump jennycurran lt.dantaylor vietnam veteran hippie mentally disabled running based on novel vietnam vietnam war friendship love family relationships bully mother son relationship military hugging shrimping wounded soldier flashback park bench amputee
6477,Alvin and the Chipmunks,timhill comedy music family fantasy animation dave ian claire pop pop star record producer surprise approach forest music concert friendship performance chipmunk talking animal songwriter talking to animals duringcreditsstinger
1597,Meet the Parents,"jayroach comedy romance gaylord""greg""focker jackbyrnes pambyrnes cia airport cat jew orderly airplane father-in-law epistaxis daughter lost baggage urn pavilion volleyball hospital wedding"
10530,Pocahontas,mikegabriel ericgoldberg adventure animation drama family pocahontas(voice) johnsmith(voice) governorratcliffe(voice) culture clash settler forbidden love colony musical gold rush princess romance native american animation virginia star crossed lovers reference to pizarro jamestown virginia pug dog cross cultural relationship musket animate tree indian chief based on folk tale 17th century shamanism songs indians vs. settlers animal sidekick powhatan land claim
1924,Superman,richarddonner action adventure fantasy sciencefiction superman/clarkkent jor-el loislane saving the world journalist dc comics crime fighter nuclear missile galaxy superhero based on comic book criminal sabotage north pole midwest kryptonite super powers superhuman strength aftercreditsstinger save the day
9327,The Nutty Professor,tomshadyac fantasy comedy romance sciencefiction shermanklump|buddylove carlapurty harlanhartley overweight overweight man duringcreditsstinger
8488,Hitch,andytennant comedy drama romance alex'hitch'hitchens saramelas albertbrennaman speed date romantic comedy dating
10603,George of the Jungle,samweisman adventure comedy family romance georgeofthejungle ursulastanhope lylevandegroot africa san francisco gorilla lion feral child jungle
8273,American Wedding,jessedylan comedy romance jimlevenstein michelleflaherty stevestifler handcuffs sister sister relationship spanner blow job stag night wedding
109424,Captain Phillips,paulgreengrass action drama thriller captainrichardphillips andreaphillips sealcommander ship hijacking somalia fisherman blood poverty pirate terrorism commando hijack cargo ship ship captain ship hijacking somali commando unit
35056,Date Night,shawnlevy comedy clairefoster philfoster holbrooke date corruption taxi expensive restaurant wife husband relationship gun boat taxi driver document restaurant roof married couple politician stripper shooting thief car crash stealing mistaken identity police corruption aftercreditsstinger duringcreditsstinger
8839,Casper,bradsilberling fantasy comedy family kathleen'kat'harvey dr.jamesharvey carrigancrittenden halloween friendship supernatural afterlife friends danger ghost disorder young heroes imaginary supernatural ability mischievous children
156022,The Equalizer,antoinefuqua thriller action crime robertmccall teddy teri corruption assassin hostage fbi hitman russian security camera sadism vigilante sociopath revenge suspense organized crime gore gangster violence teenage prostitute commando interrogation surveillance ex soldier faked death loner call girl black ops hand to hand combat mysterious past
7303,Maid in Manhattan,"waynewang comedy drama romance marisaventura christopher""chris""marshall carolinelane hotel politician mistaken identity maid class differences single mother public relations maid uniform hotel clerk wealth differences"
8963,Crimson Tide,"tonyscott action thriller drama lt.commanderronhunter captainfrankramsey lt.royzimmer,ussalabamacommunicationsofficer submarine mutiny russia missile nuclear missile embassy u.s. navy battle for power torpedo military moral dilemma post cold war aircraft carrier chain of command launch code sonar"
1402,The Pursuit of Happyness,gabrielemuccino drama chrisgardner christopher linda san francisco single parent homeless person bus worker homelessness work church service bad luck biography salesman stockbroker
9315,Flightplan,robertschwentke thriller drama mystery kylepratt genecarson captainrich berlin loss of father airplane baby-snatching
8984,Disclosure,barrylevinson drama thriller crime mystery romance tomsanders meredithjohnson bobgarvin employee workplace sexual harassment intrigue
795,City of Angels,bradsilberling drama fantasy romance seth maggierice cassiel suicide angel life and death desperation operation heaven faith afterlife los angeles interspecies romance
24,Kill Bill: Vol. 1,quentintarantino action crime beatrix'thebride'kiddo o-renishii vernitagreen japan coma martial arts kung fu underworld yakuza sword bride revenge gore female yakuza blood wedding samurai sword part animation
11353,Bowfinger,frankoz comedy bobbybowfinger kitramsey|jeffernson'jiff'ramsey daisy film producer film director movie studio hollywood filmmaking movie actress
393,Kill Bill: Vol. 2,quentintarantino action crime thriller beatrix'thebride'kiddo bill elledriver brother brother relationship swordplay katana mother role rage and hate daughter right and justice single aftercreditsstinger duringcreditsstinger
9618,Tango & Cash,andreikonchalovsky albertmagnoli action adventure comedy raymond'ray'tango gabriel'gabe'cash katherine'kiki'tango prisoner war on drugs los angeles
9374,Death Becomes Her,robertzemeckis fantasy comedy madelineashton dr.ernestmenville helensharp jealousy beauty immortality rivalry potion drinking
8584,Shanghai Noon,tomdey adventure action comedy western chonwang royo'bannon princesspeipei princess sioux travel rescue native american chinese cowboy duringcreditsstinger 19th century
2320,Executive Decision,"stuartbaird action adventure drama thriller dr.davidgrant lt.colonelaustintravis jean,flightattendant bomb ransom hostage airplane hijacking terror cell special unit deception rescue covert operation disaster shootout terrorism explosion violence surveillance night vision goggles flight attendant intelligence agent flashback hand to hand combat nerve gas"
58224,Mr. Popper's Penguins,markwaters comedy family tompopper amanda janiepopper taxi restaurant zoo penguin ex husband little boy zookeeper doorman ride bird hatching aftercreditsstinger duringcreditsstinger
1729,The Forbidden Kingdom,robminkoff action adventure fantasy oldhop/luyan thesilentmonk/themonkeyking jasontripitikas tempel shaolin teenager urination staff warrior monkey king
175574,Free Birds,jimmyhayward animation comedy family reggie(voice) jake(voice) jenny(voice) holiday thanksgiving freedom duringcreditsstinger 3d
8077,Alien³,davidfincher sciencefiction action horror ripley dillon clemens prison android spacecraft space marine imprisonment space colony space travel rottweiler dystopia sequel alien redemption outer space planet shaved head crash landing impregnation penal colony furnace suspended animation xenomorph
8818,Evita,alanparker history drama music evaperón ché juanperón prostitute deification dancehall hostess perónism argentine president rise to power singing narrator soccer ball
8195,Ronin,johnfrankenheimer action thriller crime adventure sam vincent deirdre paris france arms deal audi impostor case violence ice skating computer expert ex kgb preparation hit with a car door cellular phone trace merry go round
10586,The Ghost and the Darkness,stephenhopkins adventure charlesremington col.johnhenrypatterson robertbeaumont africa lion bridge based on true story kenya animal attack lion attack colonialism swahili
116149,Paddington,paulking family comedy millicent mr.curry paddington(voice) england train station based on novel bear anthropomorphism talking to animals children's book
80035,The Watch,akivaschaffer comedy evan bob franklin usa sterility castration marriage friendship alien suburb alien invasion death teenage daughter neighborhood watch creepy neighbor
10632,The Hunted,williamfriedkin drama action thriller crime l.t.bonham aaronhallam abbydurrell hunter fbi knife balkan war woods psychopathic killer slaughter survivalist maniac special forces killing spree combat ex soldier dark past manhunt gory violence
12117,Instinct,jonturteltaub drama mystery thriller dr.ethanpowell dr.theocaulder benhillard prison gorilla research instinct murder psychologist
1792,Stuck on You,bobbyfarrelly peterfarrelly comedy bob walt april sex dancer martial arts cook stripper love bully hollywood twins flashback freak actor anxiety conjoined siamese
13260,Semi-Pro,kentalterman comedy jackiemoon lynn monix sport basketball flint michigan nba merger trade garbage can canon ramp championship dead parent
72197,The Pirates! In an Adventure with Scientists!,peterlord jeffnewitt animation adventure family comedy piratecaptain(voice) thepiratewithgout(voice) blackbellamy(voice) rivalry stop motion pirate aftercreditsstinger duringcreditsstinger
3580,Changeling,clinteastwood crime drama mystery christinecollins j.j.jones rev.gustavbriegleb corruption mother nudity minister power public government police reunion murder conspiracy los angeles missing mother love criticism
12123,Chain Reaction,andrewdavis action drama sciencefiction thriller eddiekasalivich paulshannon dr.lilysinclair fbi hydrogen bomb secret lab energy supply conspiracy aftercreditsstinger
9566,The Fan,tonyscott drama mystery thriller gilrenard bobbyrayburn jewelstern sport luck san francisco giants child custody baseball pitcher baseball fan psychotic fan sports agent driving range steam room
9833,The Phantom of the Opera,"joelschumacher thriller drama romance thephantom christinedaaé raoul,vicomtedechagny dancing obsession auction wheelchair rose product placement musical remake tragic villain black and white rooftop heroine disfigured face based on stage musical theater disfigurement mask breaking mirror opera singer 1910s"
4517,Elizabeth: The Golden Age,shekharkapur drama history romance elizabethi sirwalterraleigh sirfranciswalsingham england assassination spain virgin colony governance queen elizabeth i religious war tudors execution middle ages catholicism sea battle palace intrigue
8202,Æon Flux,karynkusama action sciencefiction aeonflux trevorgoodchild orengoodchild martial arts dystopia surrealism based on cartoon shootout espionage infertility cyberpunk extreme violence sabotage one against many woman director hand to hand combat action heroine human cloning 25th century
16072,Gods and Generals,ronaldf.maxwell drama history war lt.gen.thomasstonewalljackson lt.col.joshualawrencechamberlain gen.roberte.lee war battle union soldier confederate soldier american civil war secession
34314,Turbulence,robertbutler action thriller crime ryanweaver terihalloran stubbs stewardess airplane shootout air marshal christmas turbulence
19724,Imagine That,kareykirkpatrick comedy evandanielson johnnywhitefeather oliviadanielson
145220,Muppets Most Wanted,jamesbobin comedy adventure crime family dominicbadguy jeanpierrenapoleon nadya musical the muppets
14623,Thunderbirds,jonathanfrakes action adventure comedy family fantasy sciencefiction alantracy fermat teacher secret organization based on tv series golden gate bridge locker oil rig  teenage hero soaked clothes thunderbirds
42297,Burlesque,"steveantin drama romance tess alice""ali""rose marcusgerber musical los angeles burlesque burlesque dancer"
2841,A Very Long Engagement,jean-pierrejeunet drama mathilde manech sylvain paris prostitute loss of lover amnesia bodily disabled person world war i wheelchair brittany lighthouse verdun lighthouse keeper    teenage crush disappearance soldier illegal prostitution private detective missing person polio trenches
802,Lolita,stanleykubrick drama romance humberthumbert dolores„lolita“haze charlottehaze sexual obsession hotel depression loss of mother small town flirt midlife crisis eroticism youngster lolita motel diary seduction forbidden love professor for literature provocation fascination one-sided love widow adoptive father loss of husband summer camp secret love
10375,D-Tox,jimgillespie action thriller jakemalloy jones hank alcoholism serial killer hospital police officer detox
36586,Blade II,guillermodeltoro fantasy horror action thriller blade whistler reinhardt katana mutation vampire silver superhero tragic villain broken neck lasersight violence exploding body blade subjective camera torso cut in half reaper broken wrist razor blade shot through a door sword duel burnt face
11321,Seven Pounds,gabrielemuccino drama ben emily susan vegetarian tax collector pianist blind organ transplant blood type
70074,Bullet to the Head,walterhill action crime thriller jamesbonomo taylorkwon lisa
242,The Godfather: Part III,francisfordcoppola crime drama thriller donmichaelcorleone kayadamsmichelson donvincent'vinnie'mancini-corleone italy christianity new york assassination italo-american vatican pope confession helicopter daughter lawyer
9621,Elizabethtown,cameroncrowe comedy drama romance drewbaylor clairecolburn holliebaylor suicide hotel room suicide attempt new love funeral airplane lovers falling in love
1819,"You, Me and Dupree",anthonyrusso joerusso comedy romance molly dupree carl roommate love of one's life newlywed
